Algorithm name	Graph filename	Agents filename	Generation number	Populatiom number	Mutation probability	Weakparent rate	First childmutate	Second child mutate	Result	Run time
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	8,3003
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	715,68	9,0747
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	9,7386
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	715,68	8,116
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	715,68	8,9936
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	772,93	6,1777
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	6,0625
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	8,7248
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	6,8552
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	5,8683
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	702,22	6,4934
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,0846
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	870,71	6,2502
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,9106
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,2135
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,0846
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,8573
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,9404
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,5092
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,9281
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	6,6547
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	5,873
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	772,93	7,3962
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	7,2648
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	5,9042
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	715,68	6,4059
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,7335
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,2596
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	820,71	9,5897
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	12,4027
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	14,7831
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,0245
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	715,68	5,9771
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	715,68	6,7438
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,9754
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,7891
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	850	5,9822
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	8,1936
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	9,2381
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	8,3861
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	8,8797
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	7,7768
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	10,795
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	8,9143
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	7,6492
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,7199
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	8,2303
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,9857
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,1213
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	903,55	5,8082
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,8517
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	715,68	6,7059
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	8,3332
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	10,5032
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,74
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	631,51	6,5169
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	7,6684
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,5173
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	852,77	6,1725
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,1695
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	10,9661
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	8,5904
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	7,0382
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	5,7442
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,6811
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	644,97	6,7238
Genetic	g9_haromszog	MultiAgents\a2_0	101	44	0,6	0,025	True	False	702,22	7,6386
